,genome name,species
2032,ESC_BA3037AA_AS.fasta,Escherichia coli
2033,ESC_HA8634AA_AS.fasta,Escherichia coli
2034,ESC_CA1237AA_AS.fasta,Escherichia coli
2035,ESC_LA6590AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
2036,ESC_IA1458AA_AS.fasta,Escherichia coli
2037,ESC_HA5875AA_AS.fasta,Escherichia coli
2038,ESC_HA8398AA_AS.fasta,Escherichia coli
2039,ESC_HA7435AA_AS.fasta,Escherichia coli HVH 187 (4-4471660)
2040,ESC_GA9085AA_AS.fasta,Escherichia coli 112469218-isolate1
2041,ESC_HA7427AA_AS.fasta,Escherichia coli 96.154
2042,ESC_HA7965AA_AS.fasta,Escherichia coli
2043,ESC_GA8875AA_AS.fasta,Escherichia coli
2044,ESC_HA8497AA_AS.fasta,Escherichia coli 2-011-08_S4_C1
2045,ESC_NA9495AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
2046,ESC_GA9437AA_AS.fasta,Escherichia coli
2047,ESC_BA0252AA_AS.fasta,Escherichia coli
2048,ESC_IA0185AA_AS.fasta,Escherichia coli
2049,ESC_HA8161AA_AS.fasta,Escherichia coli
2050,ESC_LA4813AA_AS.fasta,Escherichia coli B95
2051,ESC_HA5553AA_AS.fasta,Escherichia coli
2052,ESC_GA9384AA_AS.fasta,Escherichia coli KTE186
2053,ESC_CA3672AA_AS.fasta,Escherichia coli
2054,ESC_GA6501AA_AS.fasta,Escherichia coli TW14301
2055,ESC_BA5952AA_AS.fasta,Escherichia coli O145:H28 str. 4865/96
2056,ESC_GA6783AA_AS.fasta,Escherichia coli
2057,ESC_HA7529AA_AS.fasta,Escherichia coli
2058,ESC_BA4400AA_AS.fasta,Escherichia coli
2059,ESC_NA8730AA_AS.fasta,Escherichia coli
2060,ESC_HA4864AA_AS.fasta,Escherichia coli O157:H7
2061,ESC_BA5269AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2062,ESC_GA9152AA_AS.fasta,Escherichia coli
2063,ESC_HA8612AA_AS.fasta,Escherichia coli IMT8073
2064,ESC_BA2779AA_AS.fasta,Escherichia coli
2065,ESC_HA7409AA_AS.fasta,Escherichia coli HVH 209 (4-3062651)
2066,ESC_CA4605AA_AS.fasta,Escherichia coli
2067,ESC_GA1486AA_AS.fasta,Escherichia coli
2068,ESC_GA9207AA_AS.fasta,Escherichia coli
2069,ESC_CA2903AA_AS.fasta,Escherichia coli
2070,ESC_GA2530AA_AS.fasta,Escherichia coli
2071,ESC_IA1675AA_AS.fasta,Escherichia coli
2072,ESC_GA6887AA_AS.fasta,Escherichia coli 2-427-07_S1_C1
2073,ESC_HA8225AA_AS.fasta,Escherichia coli UMEA 3212-1
2074,ESC_KA6020AA_AS.fasta,Escherichia coli
2075,ESC_KA6025AA_AS.fasta,Escherichia coli
2076,ESC_LA7798AA_AS.fasta,Escherichia coli PA9
2077,ESC_GA8832AA_AS.fasta,Escherichia coli O121:H19 str. 2010C-4966
2078,ESC_GA9389AA_AS.fasta,Escherichia coli
2079,ESC_CA1812AA_AS.fasta,Escherichia coli
2080,ESC_BA0173AA_AS.fasta,Escherichia coli
2081,ESC_GA3743AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
2082,ESC_HA8441AA_AS.fasta,Escherichia coli UMEA 3176-1
2083,ESC_IA1451AA_AS.fasta,Escherichia coli
2084,ESC_BA4405AA_AS.fasta,Escherichia coli
2085,ESC_LA1420AA_AS.fasta,Escherichia coli
2086,ESC_HA8217AA_AS.fasta,Escherichia coli
2087,ESC_OA6341AA_AS.fasta,Escherichia coli
2088,ESC_BA5552AA_AS.fasta,Escherichia coli O157
2089,ESC_IA0052AA_AS.fasta,Escherichia coli
2090,ESC_IA1129AA_AS.fasta,Escherichia coli C354_03B
2091,ESC_GA8948AA_AS.fasta,Escherichia coli
2092,ESC_HA7764AA_AS.fasta,Escherichia coli STEC O174:H46 str. I-151
2093,ESC_FA8183AA_AS.fasta,Escherichia coli
2094,ESC_BA9474AA_AS.fasta,Escherichia coli EC4448
2095,ESC_LA6623AA_AS.fasta,Escherichia coli TW07945
2096,ESC_IA1166AA_AS.fasta,Escherichia coli O157
2097,ESC_HA5859AA_AS.fasta,Escherichia coli
2098,ESC_HA8814AA_AS.fasta,Escherichia coli UMEA 3124-1
2099,ESC_IA1442AA_AS.fasta,Escherichia coli C354_03B
2100,ESC_GA8483AA_AS.fasta,Escherichia coli
2101,ESC_GA8495AA_AS.fasta,Escherichia coli UMEA 3212-1
2102,ESC_BA8305AA_AS.fasta,Escherichia coli
2103,ESC_KA9611AA_AS.fasta,Escherichia coli
2104,ESC_CA7097AA_AS.fasta,Escherichia coli O157
2105,ESC_LA5476AA_AS.fasta,Escherichia coli NE098
2106,ESC_GA1528AA_AS.fasta,Escherichia coli ATCC BAA-2193
2107,ESC_OA5498AA_AS.fasta,Escherichia coli
2108,ESC_HA4845AA_AS.fasta,Escherichia coli PA5
2109,ESC_NA3253AA_AS.fasta,Escherichia coli
2110,ESC_HA7796AA_AS.fasta,Escherichia coli
2111,ESC_GA6874AA_AS.fasta,Escherichia coli KTE213
2112,ESC_HA0237AA_AS.fasta,Escherichia coli
2113,ESC_FA6860AA_AS.fasta,Escherichia coli UMEA 3671-1
2114,ESC_IA1474AA_AS.fasta,Escherichia coli
2115,ESC_IA8112AA_AS.fasta,Escherichia coli PA33
2116,ESC_FA6891AA_AS.fasta,Escherichia coli 2-156-04_S3_C2
2117,ESC_BA2325AA_AS.fasta,Escherichia coli PA5
2118,ESC_HA8276AA_AS.fasta,Escherichia coli
2119,ESC_HA3305AA_AS.fasta,Escherichia coli
2120,ESC_CA4424AA_AS.fasta,Escherichia coli
2121,ESC_BA6007AA_AS.fasta,Escherichia coli
2122,ESC_LA1541AA_AS.fasta,Escherichia coli
2123,ESC_LA1429AA_AS.fasta,Escherichia coli
2124,ESC_LA4818AA_AS.fasta,Escherichia coli O91:H14 str. 2009C-3227
2125,ESC_BA6258AA_AS.fasta,Escherichia coli O157
2126,ESC_IA8302AA_AS.fasta,"[174 seqs] NZ_CM007788.1 Escherichia coli O157:H7 strain LEN02-9121-1 plasmid p_IncFIA, whole genome shotgun sequence [...]"
2127,ESC_IA1674AA_AS.fasta,Escherichia coli TW07945
2128,ESC_OA1193AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
2129,ESC_IA8273AA_AS.fasta,Escherichia coli PA5
2130,ESC_KA1888AA_AS.fasta,Escherichia coli NE1487
2131,ESC_GA8939AA_AS.fasta,Escherichia coli C418_89
2132,ESC_LA1416AA_AS.fasta,Escherichia coli
2133,ESC_HA5551AA_AS.fasta,Escherichia coli B95
2134,ESC_PA1945AA_AS.fasta,Escherichia coli
2135,ESC_BA3356AA_AS.fasta,Escherichia coli
2136,ESC_GA6862AA_AS.fasta,Escherichia coli
2137,ESC_HA8732AA_AS.fasta,Escherichia coli BIDMC 70
2138,ESC_HA0116AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
2139,ESC_GA9125AA_AS.fasta,Escherichia coli
2140,ESC_GA6786AA_AS.fasta,Escherichia coli O26:H11 str. 11368
2141,ESC_GA4732AA_AS.fasta,Escherichia coli O7:K1 str. CE10
2142,ESC_HA8602AA_AS.fasta,Escherichia coli 6-537-08_S4_C2
2143,ESC_GA8843AA_AS.fasta,Escherichia coli M919
2144,ESC_IA6426AA_AS.fasta,Escherichia coli ATCC 35150
2145,ESC_AA8977AA_AS.fasta,Escherichia coli
2146,ESC_LA2120AA_AS.fasta,Escherichia coli O157:H7
2147,ESC_BA4517AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2148,ESC_HA4848AA_AS.fasta,Escherichia coli O157:H7
2149,ESC_BA4596AA_AS.fasta,Escherichia coli
2150,ESC_CA5497AA_AS.fasta,Escherichia coli
2151,ESC_GA3080AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
2152,ESC_GA9201AA_AS.fasta,Escherichia coli
2153,ESC_HA9095AA_AS.fasta,Escherichia coli
2154,ESC_HA6231AA_AS.fasta,Escherichia coli PA5
2155,ESC_IA1149AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
2156,ESC_CA6652AA_AS.fasta,Escherichia coli
2157,ESC_HA8358AA_AS.fasta,Escherichia coli KOEGE 44 (106a)
2158,ESC_BA3419AA_AS.fasta,Escherichia coli O157
2159,ESC_CA6522AA_AS.fasta,Escherichia coli
2160,ESC_LA1578AA_AS.fasta,Escherichia coli O25b:H4-ST131
2161,ESC_PA0712AA_AS.fasta,Escherichia coli PA5
2162,ESC_AA8608AA_AS.fasta,Escherichia coli TW10119
2163,ESC_GA8910AA_AS.fasta,Escherichia coli
2164,ESC_LA1579AA_AS.fasta,Escherichia coli O25b:H4-ST131
2165,ESC_HA9916AA_AS.fasta,Escherichia coli
2166,ESC_GA4743AA_AS.fasta,Escherichia coli
2167,ESC_CA1717AA_AS.fasta,Escherichia coli
2168,ESC_LA6466AA_AS.fasta,Escherichia coli
2169,ESC_GA9174AA_AS.fasta,Escherichia coli
2170,ESC_HA3583AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
2171,ESC_GA9244AA_AS.fasta,Escherichia coli 3.2303
2172,ESC_IA0007AA_AS.fasta,Escherichia coli B41
2173,ESC_BA7481AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2174,ESC_IA2241AA_AS.fasta,Escherichia coli KTE222
2175,ESC_FA6796AA_AS.fasta,Escherichia coli 87A
2176,ESC_HA0146AA_AS.fasta,Escherichia coli HM26
2177,ESC_FA6841AA_AS.fasta,Escherichia coli C796_10
2178,ESC_HA8067AA_AS.fasta,Escherichia coli
2179,ESC_CA1174AA_AS.fasta,Escherichia coli
2180,ESC_HA8572AA_AS.fasta,Escherichia coli
2181,ESC_FA8267AA_AS.fasta,Escherichia coli
2182,ESC_MA8361AA_AS.fasta,Escherichia coli PA33
2183,ESC_IA1666AA_AS.fasta,Escherichia coli
2184,ESC_GA8935AA_AS.fasta,Escherichia coli 2-427-07_S4_C2
2185,ESC_CA3586AA_AS.fasta,Escherichia coli 3.4870
2186,ESC_HA1778AA_AS.fasta,Escherichia coli
2187,ESC_HA1815AA_AS.fasta,Escherichia coli
2188,ESC_LA6464AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2092
2189,ESC_GA7075AA_AS.fasta,Escherichia coli PA28
2190,ESC_KA1824AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
2191,ESC_IA6996AA_AS.fasta,Escherichia coli O119:H6
2192,ESC_IA1438AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2193,ESC_GA9156AA_AS.fasta,Escherichia coli
2194,ESC_HA8637AA_AS.fasta,Escherichia coli
2195,ESC_CA6605AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2196,ESC_GA9302AA_AS.fasta,Escherichia coli
2197,ESC_BA6871AA_AS.fasta,Escherichia coli
2198,ESC_GA6538AA_AS.fasta,Escherichia coli
2199,ESC_IA0033AA_AS.fasta,Escherichia coli
2200,ESC_GA8942AA_AS.fasta,Escherichia coli
2201,ESC_GA9416AA_AS.fasta,Escherichia coli
2202,ESC_GA9365AA_AS.fasta,Escherichia coli
2203,ESC_LA5812AA_AS.fasta,Escherichia coli
2204,ESC_HA8216AA_AS.fasta,Escherichia coli O113:H21 str. CL-3
2205,ESC_IA8121AA_AS.fasta,Escherichia coli
2206,ESC_HA0148AA_AS.fasta,Escherichia coli
2207,ESC_AA8479AA_AS.fasta,Escherichia coli
2208,ESC_HA9060AA_AS.fasta,Escherichia coli
2209,ESC_HA2529AA_AS.fasta,Escherichia coli
2210,ESC_CA4761AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2211,ESC_BA8649AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2212,ESC_CA3238AA_AS.fasta,Escherichia coli B95
2213,ESC_CA2099AA_AS.fasta,Escherichia coli O26:H11 str. CVM10030
2214,ESC_HA8800AA_AS.fasta,Escherichia coli
2215,ESC_LA6457AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
2216,ESC_FA4849AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
2217,ESC_IA1463AA_AS.fasta,Escherichia coli
2218,ESC_HA5974AA_AS.fasta,Escherichia coli
2219,ESC_CA4719AA_AS.fasta,Escherichia coli
2220,ESC_BA5592AA_AS.fasta,Escherichia coli
2221,ESC_GA3088AA_AS.fasta,Escherichia coli C354_03B
2222,ESC_BA5337AA_AS.fasta,Escherichia coli
2223,ESC_BA4895AA_AS.fasta,Escherichia coli PA25
2224,ESC_HA9123AA_AS.fasta,Escherichia coli O157:H7
2225,ESC_HA7812AA_AS.fasta,Escherichia coli
2226,ESC_GA6499AA_AS.fasta,Escherichia coli O157:H7 str. F7410
2227,ESC_HA8767AA_AS.fasta,Escherichia coli KTE79
2228,ESC_PA0807AA_AS.fasta,Escherichia coli O157:H7 str. F7384
2229,ESC_BA0981AA_AS.fasta,Escherichia coli FDA507
2230,ESC_HA8079AA_AS.fasta,Escherichia coli C751_03
2231,ESC_BA1994AA_AS.fasta,Escherichia coli
2232,ESC_IA0020AA_AS.fasta,Escherichia coli
2233,ESC_HA7810AA_AS.fasta,Escherichia coli
2234,ESC_BA5488AA_AS.fasta,Escherichia coli
2235,ESC_CA1744AA_AS.fasta,"[205 seqs] NZ_LDXI01000001.1 Escherichia coli strain 36084 36084_contig000001, whole genome shotgun sequence [...]"
2236,ESC_FA1608AA_AS.fasta,Escherichia coli
2237,ESC_OA6339AA_AS.fasta,Escherichia coli O157:H7
2238,ESC_BA9285AA_AS.fasta,Escherichia coli O157
2239,ESC_HA3809AA_AS.fasta,Escherichia coli
2240,ESC_HA7953AA_AS.fasta,Escherichia coli
2241,ESC_HA3999AA_AS.fasta,Escherichia coli
2242,ESC_MA8358AA_AS.fasta,Escherichia coli O157:H7
2243,ESC_BA8185AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2244,ESC_NA3262AA_AS.fasta,Escherichia coli
2245,ESC_IA2226AA_AS.fasta,Escherichia coli
2246,ESC_GA1473AA_AS.fasta,Escherichia coli
2247,ESC_LA6453AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2092
2248,ESC_MA8246AA_AS.fasta,Escherichia coli NE1487
2249,ESC_HA9924AA_AS.fasta,Escherichia coli
2250,ESC_BA4383AA_AS.fasta,Escherichia coli UMEA 3065-1
2251,ESC_AA8049AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2252,ESC_GA3067AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
2253,ESC_HA8421AA_AS.fasta,Escherichia coli 2-177-06_S4_C1
2254,ESC_FA6809AA_AS.fasta,Escherichia coli
2255,ESC_CA6580AA_AS.fasta,Escherichia coli
2256,ESC_OA6490AA_AS.fasta,Escherichia coli
2257,ESC_LA5916AA_AS.fasta,Escherichia coli
2258,ESC_GA9422AA_AS.fasta,Escherichia coli
2259,ESC_HA8010AA_AS.fasta,Escherichia coli
2260,ESC_BA5611AA_AS.fasta,Escherichia coli PA25
2261,ESC_HA8698AA_AS.fasta,Escherichia coli
2262,ESC_HA6107AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2263,ESC_GA6873AA_AS.fasta,Escherichia coli KTE213
2264,ESC_OA1590AA_AS.fasta,Escherichia coli PA9
2265,ESC_HA4911AA_AS.fasta,Escherichia coli O157:H7
2266,ESC_PA2007AA_AS.fasta,Escherichia coli 2862600
2267,ESC_LA5809AA_AS.fasta,Escherichia coli O145:H25 str. 07-3858
2268,ESC_LA1533AA_AS.fasta,Escherichia coli
2269,ESC_KA7809AA_AS.fasta,Escherichia coli O157:H7
2270,ESC_BA4532AA_AS.fasta,Escherichia coli
2271,ESC_CA4940AA_AS.fasta,Escherichia coli
2272,ESC_HA7916AA_AS.fasta,Escherichia coli
2273,ESC_GA6839AA_AS.fasta,Escherichia coli C458_10
2274,ESC_HA4822AA_AS.fasta,Escherichia coli O157:H7
2275,ESC_CA0077AA_AS.fasta,Escherichia coli
2276,ESC_LA1543AA_AS.fasta,Escherichia coli APEC IMT5155
2277,ESC_HA4836AA_AS.fasta,Escherichia coli O157:H7
2278,ESC_GA2921AA_AS.fasta,Escherichia coli NE037
2279,ESC_BA3845AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
2280,ESC_KA7565AA_AS.fasta,Escherichia coli
2281,ESC_GA6503AA_AS.fasta,Escherichia coli
2282,ESC_LA5510AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
2283,ESC_CA0739AA_AS.fasta,Escherichia coli TW10246
2284,ESC_NA8578AA_AS.fasta,Escherichia coli
2285,ESC_BA5543AA_AS.fasta,Escherichia coli
2286,ESC_IA6445AA_AS.fasta,Escherichia coli 2534-86
2287,ESC_PA1950AA_AS.fasta,Escherichia coli 2-177-06_S3_C1
2288,ESC_IA0004AA_AS.fasta,Escherichia coli
2289,ESC_BA4214AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
2290,ESC_LA5731AA_AS.fasta,Escherichia coli
2291,ESC_CA1126AA_AS.fasta,Escherichia coli TW10119
2292,ESC_CA3018AA_AS.fasta,Escherichia coli
2293,ESC_GA3690AA_AS.fasta,Escherichia coli
2294,ESC_HA8819AA_AS.fasta,Escherichia coli
2295,ESC_BA0851AA_AS.fasta,Escherichia coli
2296,ESC_HA8394AA_AS.fasta,Escherichia coli
2297,ESC_KA7421AA_AS.fasta,Escherichia coli HVH 200 (4-4449924)
2298,ESC_CA3329AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
2299,ESC_FA8254AA_AS.fasta,Escherichia coli
2300,ESC_GA3640AA_AS.fasta,Escherichia coli
2301,ESC_HA8240AA_AS.fasta,Escherichia coli
2302,ESC_HA8507AA_AS.fasta,Escherichia coli
2303,ESC_CA5761AA_AS.fasta,Escherichia coli
2304,ESC_FA6864AA_AS.fasta,Escherichia coli
2305,ESC_FA8264AA_AS.fasta,Escherichia coli
2306,ESC_FA7037AA_AS.fasta,Escherichia coli
2307,ESC_HA1757AA_AS.fasta,Escherichia coli C260_92
2308,ESC_HA8141AA_AS.fasta,Escherichia coli C458_10
2309,ESC_IA7104AA_AS.fasta,Escherichia coli
2310,ESC_IA0105AA_AS.fasta,Escherichia coli
2311,ESC_OA7577AA_AS.fasta,Escherichia coli
2312,ESC_KA6009AA_AS.fasta,Escherichia coli
2313,ESC_GA8882AA_AS.fasta,Escherichia coli O103:H11 str. 04-3023
2314,ESC_LA5728AA_AS.fasta,Escherichia coli 2534-86
2315,ESC_HA8772AA_AS.fasta,Escherichia coli
2316,ESC_GA2879AA_AS.fasta,Escherichia coli ATCC BAA-2193
2317,ESC_IA0114AA_AS.fasta,Escherichia coli
2318,ESC_LA5808AA_AS.fasta,Escherichia coli
2319,ESC_HA3589AA_AS.fasta,Escherichia coli
2320,ESC_HA7922AA_AS.fasta,Escherichia coli 1-176-05_S3_C2
2321,ESC_HA9941AA_AS.fasta,Escherichia coli 95.0941
2322,ESC_KA5997AA_AS.fasta,Escherichia coli
2323,ESC_HA4875AA_AS.fasta,Escherichia coli O157:H7
2324,ESC_CA3607AA_AS.fasta,Escherichia coli
2325,ESC_GA6633AA_AS.fasta,Escherichia coli UMEA 3139-1
2326,ESC_HA4957AA_AS.fasta,Escherichia coli PA5
2327,ESC_GA9120AA_AS.fasta,Escherichia coli HVH 16 (4-7649002)
2328,ESC_LA5851AA_AS.fasta,Escherichia coli
2329,ESC_MA3596AA_AS.fasta,Escherichia coli C496_10
2330,ESC_IA2267AA_AS.fasta,Escherichia coli
2331,ESC_GA7042AA_AS.fasta,Escherichia coli
2332,ESC_OA0178AA_AS.fasta,Escherichia coli 113302
2333,ESC_GA9385AA_AS.fasta,Escherichia coli
2334,ESC_KA4865AA_AS.fasta,Escherichia coli B95
2335,ESC_BA7540AA_AS.fasta,Escherichia coli
2336,ESC_GA9432AA_AS.fasta,Escherichia coli UMEA 3221-1
2337,ESC_GA6851AA_AS.fasta,Escherichia coli
2338,ESC_PA0793AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
2339,ESC_FA6889AA_AS.fasta,Escherichia coli
2340,ESC_KA4385AA_AS.fasta,Escherichia coli B95
2341,ESC_HA8047AA_AS.fasta,Escherichia coli
2342,ESC_CA4968AA_AS.fasta,Escherichia coli O157
2343,ESC_BA2056AA_AS.fasta,Escherichia coli O157
2344,ESC_HA8434AA_AS.fasta,Escherichia coli BIDMC 59
2345,ESC_CA4196AA_AS.fasta,Escherichia coli B7-1
2346,ESC_HA8997AA_AS.fasta,Escherichia coli E1140
2347,ESC_FA4789AA_AS.fasta,Escherichia coli
2348,ESC_HA8163AA_AS.fasta,Escherichia coli KTE77
2349,ESC_OA5491AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
2350,ESC_HA9052AA_AS.fasta,Escherichia coli SEPT362
2351,ESC_IA0160AA_AS.fasta,Escherichia coli
2352,ESC_GA8491AA_AS.fasta,Escherichia coli C354_03B
2353,ESC_HA8430AA_AS.fasta,Escherichia coli
2354,ESC_CA1069AA_AS.fasta,Escherichia coli
2355,ESC_GA3697AA_AS.fasta,Escherichia coli
2356,ESC_KA9616AA_AS.fasta,Escherichia coli
2357,ESC_GA8848AA_AS.fasta,Escherichia coli HVH 70 (4-2963531)
2358,ESC_HA8677AA_AS.fasta,Escherichia coli
2359,ESC_IA1669AA_AS.fasta,Escherichia coli
2360,ESC_IA1185AA_AS.fasta,Escherichia coli
2361,ESC_IA0194AA_AS.fasta,Escherichia coli
2362,ESC_GA9010AA_AS.fasta,Escherichia coli UMEA 3212-1
2363,ESC_HA8751AA_AS.fasta,Escherichia sp. KTE11
2364,ESC_KA1977AA_AS.fasta,Escherichia coli
2365,ESC_BA9899AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2366,ESC_CA4385AA_AS.fasta,Escherichia coli
2367,ESC_LA1751AA_AS.fasta,Escherichia coli
2368,ESC_IA0133AA_AS.fasta,Escherichia coli
2369,ESC_OA0087AA_AS.fasta,Escherichia coli
2370,ESC_LA4809AA_AS.fasta,Escherichia coli B95
2371,ESC_GA9666AA_AS.fasta,Escherichia coli
2372,ESC_NA8807AA_AS.fasta,Escherichia coli O121:H19 str. 2010C-3609
2373,ESC_CA3571AA_AS.fasta,Escherichia coli 93.0056
2374,ESC_KA2066AA_AS.fasta,Escherichia coli
2375,ESC_IA6435AA_AS.fasta,Escherichia coli
2376,ESC_IA0162AA_AS.fasta,Escherichia coli IAI1
2377,ESC_GA9229AA_AS.fasta,Escherichia coli HVH 33 (4-2174936)
2378,ESC_LA1460AA_AS.fasta,Escherichia coli STEC_7v
2379,ESC_LA5890AA_AS.fasta,Escherichia coli
2380,ESC_OA0060AA_AS.fasta,Escherichia coli
2381,ESC_HA7499AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
2382,ESC_HA7520AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
2383,ESC_HA8029AA_AS.fasta,Escherichia coli
2384,ESC_AA8182AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2385,ESC_BA6520AA_AS.fasta,Escherichia coli
2386,ESC_BA1975AA_AS.fasta,Escherichia coli 3.4870
2387,ESC_FA6887AA_AS.fasta,Escherichia coli
2388,ESC_HA8177AA_AS.fasta,Escherichia coli
2389,ESC_IA2223AA_AS.fasta,Escherichia coli
2390,ESC_GA8673AA_AS.fasta,Escherichia coli
2391,ESC_BA2748AA_AS.fasta,Escherichia coli O26:H11 str. CVM10224
2392,ESC_KA7429AA_AS.fasta,Escherichia coli M919
2393,ESC_JA4176AA_AS.fasta,Escherichia coli
2394,ESC_GA3999AA_AS.fasta,Escherichia coli C844_97
2395,ESC_HA9925AA_AS.fasta,Escherichia coli
2396,ESC_CA2467AA_AS.fasta,Escherichia coli
2397,ESC_AA9695AA_AS.fasta,Escherichia coli
2398,ESC_CA1573AA_AS.fasta,Escherichia coli
2399,ESC_GA8857AA_AS.fasta,Escherichia coli HVH 201 (4-4459431)
2400,ESC_BA8412AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
2401,ESC_IA8176AA_AS.fasta,Escherichia coli PA33
2402,ESC_CA2081AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2403,ESC_BA3444AA_AS.fasta,Escherichia coli
2404,ESC_LA5469AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2113
2405,ESC_GA9220AA_AS.fasta,Escherichia coli
2406,ESC_BA3797AA_AS.fasta,Escherichia coli
2407,ESC_IA6949AA_AS.fasta,Escherichia coli
2408,ESC_GA8974AA_AS.fasta,Escherichia coli
2409,ESC_HA7526AA_AS.fasta,Escherichia coli
2410,ESC_HA1765AA_AS.fasta,Escherichia coli
2411,ESC_HA7818AA_AS.fasta,Escherichia coli
2412,ESC_HA4873AA_AS.fasta,Escherichia coli
2413,ESC_GA3684AA_AS.fasta,Escherichia coli
2414,ESC_HA4867AA_AS.fasta,Escherichia coli O157:H7
2415,ESC_BA9072AA_AS.fasta,Escherichia coli
2416,ESC_IA0172AA_AS.fasta,Escherichia coli
2417,ESC_HA1773AA_AS.fasta,Escherichia coli KTE212
2418,ESC_KA5975AA_AS.fasta,Escherichia coli
2419,ESC_FA7670AA_AS.fasta,Escherichia coli O69:H11 str. 07-3763
2420,ESC_IA1147AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
2421,ESC_IA0157AA_AS.fasta,Escherichia coli 5.0588
2422,ESC_HA8826AA_AS.fasta,Escherichia coli
2423,ESC_GA1519AA_AS.fasta,Escherichia coli ATCC BAA-2215
2424,ESC_KA0403AA_AS.fasta,Escherichia coli B95
2425,ESC_HA8263AA_AS.fasta,Escherichia coli
2426,ESC_FA8253AA_AS.fasta,Escherichia coli
2427,ESC_CA7057AA_AS.fasta,Escherichia coli
2428,ESC_GA8789AA_AS.fasta,Escherichia coli 99.0741
2429,ESC_HA8075AA_AS.fasta,Escherichia coli
2430,ESC_HA7458AA_AS.fasta,Escherichia coli
2431,ESC_GA9232AA_AS.fasta,Escherichia coli C844_97
2432,ESC_GA9161AA_AS.fasta,Escherichia coli
2433,ESC_HA8166AA_AS.fasta,Escherichia coli 541-15
2434,ESC_BA2923AA_AS.fasta,Escherichia coli
2435,ESC_KA6028AA_AS.fasta,Escherichia coli
2436,ESC_HA8201AA_AS.fasta,Escherichia coli
2437,ESC_BA8769AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2438,ESC_HA4962AA_AS.fasta,Escherichia coli 93.0056
2439,ESC_GA8896AA_AS.fasta,Escherichia coli
2440,ESC_LA6465AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
2441,ESC_IA8268AA_AS.fasta,Escherichia coli O157:H7 str. 08-3037
2442,ESC_CA4175AA_AS.fasta,Escherichia coli
2443,ESC_GA1480AA_AS.fasta,Escherichia coli
2444,ESC_LA4806AA_AS.fasta,Escherichia coli B95
2445,ESC_IA8077AA_AS.fasta,Escherichia coli
2446,ESC_NA8404AA_AS.fasta,Escherichia coli
2447,ESC_OA7578AA_AS.fasta,Escherichia coli PA5
2448,ESC_AA8012AA_AS.fasta,Escherichia coli
2449,ESC_CA4458AA_AS.fasta,Escherichia coli TW07945
2450,ESC_FA6877AA_AS.fasta,Escherichia coli
2451,ESC_JA0905AA_AS.fasta,Escherichia coli O103:H25 str. CVM9340
2452,ESC_KA5979AA_AS.fasta,Escherichia coli
2453,ESC_HA4858AA_AS.fasta,Escherichia coli O157:H7
2454,ESC_HA5865AA_AS.fasta,Escherichia coli
2455,ESC_HA7790AA_AS.fasta,Shigella boydii
2456,ESC_HA0124AA_AS.fasta,Escherichia coli K-12
2457,ESC_LA1371AA_AS.fasta,Escherichia coli
2458,ESC_KA7808AA_AS.fasta,Escherichia coli O157:H7
